best_action_reward%nearest_hospital_reward%start_state_latlon
0.3270706719971643%0.25393258632266513%(37.98666666664, -122.320277777733)
0.24418294143999997%0.24418294143999997%(38.02638888886225, -121.93527777773272)
0.24418294143999997%0.24418294143999997%(37.795555555528736, -122.40805555551088)
0.31755710156066724%0.24418294143999997%(37.833055555528766, -122.1955555555107)
0.34848273978218747%0.33438274789822925%(37.99527777775112, -122.3483333332886)
0.34538643645404854%0.3292248945618136%(37.56444444441744, -122.04361111106611)
0.3483250602628734%0.332526773549927%(37.68888888886198, -122.04305555551058)
0.336975993839423%0.3263274491200877%(37.734444444417576, -122.45249999995536)
0.24418294143999997%0.24418294143999997%(37.91555555552883, -122.08749999995506)
0.24418294143999997%0.24418294143999997%(37.70944444441756, -122.45472222217757)
0.3228037135892902%0.24418294143999997%(37.99499999997334, -122.3141666666219)
0.333652602945644%0.31953821570226454%(37.728888888862016, -122.14222222217732)
0.32609281758853537%0.2525347871201934%(37.81472222219542, -122.25305555551074)
0.24418294143999997%0.24418294143999997%(37.799722222195406, -121.85194444439932)
0.3366468279411698%0.3366468279411698%(37.44777777775068, -122.18055555551068)
0.3505870221073012%0.3370628742711357%(37.778888888862056, -122.2069444443996)
0.24418294143999997%0.24418294143999997%(37.873333333306576, -122.0627777777328)
0.32024936567751777%0.24418294143999997%(37.77249999997317, -122.20972222217738)
0.24418294143999997%0.24418294143999997%(37.53305555552853, -121.96527777773274)
0.24418294143999997%0.24418294143999997%(37.47527777775071, -122.16722222217734)
0.2533400889549675%0.24418294143999997%(37.89222222219548, -122.30111111106632)
0.3141459103294588%0.24418294143999997%(37.83944444441766, -121.97777777773274)
0.32835680182216004%0.3185106955716838%(38.11333333330677, -122.57361111106655)
0.24418294143999997%0.24418294143999997%(37.559166666639655, -122.02194444439944)
0.3278602370534952%0.31369618412436906%(37.69638888886199, -121.87249999995488)
0.3507756030496489%0.33740378340276295%(37.74222222219536, -122.25555555551074)
0.24418294143999997%0.24418294143999997%(37.74083333330647, -122.41472222217752)
0.33443839507077033%0.3184307327840064%(37.68499999997309, -121.73777777773256)
0.2522912854141502%0.2522912854141502%(37.62111111108416, -122.41027777773309)
0.34149514546965054%0.32637707512624864%(37.58416666663968, -122.01861111106612)
0.3327394973955421%0.3327394973955421%(37.679444444417534, -122.49166666662204)
0.24418294143999997%0.24418294143999997%(37.96055555552887, -122.03972222217725)
0.24418294143999997%0.24418294143999997%(38.25277777775133, -122.0605555555106)
0.3391742932519013%0.32666771766060165%(37.89138888886215, -122.53499999995542)
0.3503286342406668%0.3397091043828033%(37.7619444444176, -122.42444444439975)
0.24418294143999997%0.24418294143999997%(37.77638888886205, -122.41083333328864)
0.35020282331912356%0.3400541077139566%(37.775833333306494, -122.4669444443998)
0.3160483870776299%0.24418294143999997%(37.81972222219542, -122.24138888884409)
0.34351615034757055%0.3436439395458749%(37.65555555552862, -122.46055555551092)
0.3401343890809021%0.3401343890809021%(37.41833333330621, -121.8697222221771)
0.24418294143999997%0.24418294143999997%(37.96805555552887, -122.14555555551064)
0.31405279478752945%0.24418294143999997%(37.690555555528654, -122.08166666662171)
0.3328528186810681%0.3319476533687123%(37.657777777750844, -122.40805555551088)
0.24418294143999997%0.24418294143999997%(37.77694444441761, -121.98611111106608)
0.3171649387306905%0.24418294143999997%(37.708611111084224, -122.4530555555109)
0.3442508410260151%0.3325661514456751%(37.86749999997324, -122.2599999999552)
0.34477733018072754%0.330569117346154%(37.3805555555284, -122.156388888844)
0.3169933673348526%0.25463790168771666%(37.450277777750685, -122.26083333328852)
0.3203057154811314%0.24418294143999997%(37.51027777775073, -122.31527777773302)
0.24418294143999997%0.24418294143999997%(37.87527777775102, -122.00527777773276)
0.24418294143999997%0.24418294143999997%(37.77055555552872, -122.17638888884402)
0.3149201272311926%0.24418294143999997%(38.28361111108468, -122.3041666666219)
0.33943180210456214%0.33943180210456214%(37.45694444441735, -121.90749999995492)
0.34036139269899296%0.3368279764719691%(37.40166666663953, -122.07722222217728)
0.24418294143999997%0.24418294143999997%(38.08777777775119, -122.20083333328849)
0.3575519832178914%0.3575519832178914%(37.4777777777507, -122.1599999999551)
0.31537972551593607%0.24418294143999997%(37.8111111110843, -122.24666666662183)
0.3454802045858785%0.3319887794757718%(37.90888888886216, -122.00944444439943)
0.24418294143999997%0.24418294143999997%(37.7327777777509, -122.05999999995502)
0.347925265682266%0.3373384372808425%(37.74833333330648, -122.4772222221776)
0.25458647024453357%0.25458647024453357%(37.66444444441752, -122.46277777773314)
0.3241489376242802%0.2517272155979575%(37.849722222195446, -122.2724999999552)
0.319631675433751%0.24418294143999997%(37.76722222219538, -122.17055555551067)
0.24418294143999997%0.24418294143999997%(38.29888888886247, -122.30722222217746)
0.24418294143999997%0.24418294143999997%(38.266944444418, -122.04944444439948)
0.32543685228087793%0.252245851625637%(37.83805555552877, -122.25527777773296)
0.33054280103027117%0.3149499453282223%(37.69027777775087, -121.7599999999548)
0.24418294143999997%0.24418294143999997%(37.86805555552879, -122.28499999995522)
0.24418294143999997%0.24418294143999997%(37.98249999997333, -122.580555555511)
0.31882592183102043%0.24418294143999997%(37.71694444441757, -122.1461111110662)
0.3224755528620264%0.2630729670872291%(37.671111111084194, -122.4227777777331)
0.3305477633409063%0.3305477633409063%(37.58916666663968, -122.3811111110664)
0.24418294143999997%0.24418294143999997%(37.76666666663982, -121.99083333328832)
0.3412269759064573%0.3215509069589578%(38.15499999997347, -122.24444444439962)
0.33670903823362774%0.3236819354088561%(37.78472222219539, -122.20472222217737)
0.2530909656545949%0.24418294143999997%(37.80277777775096, -122.23916666662184)
0.3561457173756051%0.3418937072862639%(37.405833333306205, -122.11055555551064)
