best_action_reward%nearest_hospital_reward%start_state_latlon
0.32788109173643337%0.32788109173643337%(37.58916666663968, -122.3811111110664)
0.24418294143999997%0.24418294143999997%(37.76666666663982, -121.99083333328832)
0.3437821204564222%0.3274628960649081%(38.15499999997347, -122.24444444439962)
0.33670903823362774%0.3263969225541651%(37.78472222219539, -122.20472222217737)
0.25621456056681197%0.24418294143999997%(37.80277777775096, -122.23916666662184)
0.3561457173756051%0.3418937072862639%(37.405833333306205, -122.11055555551064)
0.32129198829522243%0.24418294143999997%(37.9083333333066, -122.15472222217733)
0.24418294143999997%0.24418294143999997%(37.8313888888621, -122.27444444439963)
0.31998338230594586%0.24418294143999997%(37.81861111108431, -122.23249999995517)
0.24418294143999997%0.24418294143999997%(37.68305555552865, -121.893611111066)
0.3504265888814213%0.3396672703247902%(37.81388888886208, -122.27416666662188)
0.24418294143999997%0.24418294143999997%(38.10138888886231, -122.21249999995516)
0.32731764199967056%0.24418294143999997%(37.671666666639744, -122.07777777773282)
0.3362840272226983%0.32688656200951255%(37.98388888886222, -122.07222222217726)
0.32379390119182744%0.26216087514445524%(37.61499999997304, -122.03333333328834)
0.3562867527890059%0.35241949583506915%(37.586944444417455, -122.07861111106617)
0.32085304347602295%0.32085304347602295%(37.47749999997293, -122.27444444439963)
0.3440027991799666%0.3440027991799666%(37.451666666639575, -121.8949999999549)
0.32508148383309216%0.2569266740003818%(37.96694444441776, -122.32972222217748)
0.35089955980490767%0.33596785755018665%(37.3919444444173, -122.01972222217722)
0.31812953453434406%0.24418294143999997%(37.80472222219541, -122.28722222217743)
0.24418294143999997%0.24418294143999997%(37.91805555552883, -122.11444444439952)
0.32277594693444134%0.25309265056517355%(37.73249999997313, -122.48361111106648)
0.3200767494926083%0.24418294143999997%(37.89638888886215, -122.49833333328873)
0.3338040019388374%0.3242945029669368%(37.80222222219541, -122.2447222221774)
0.24418294143999997%0.24418294143999997%(37.6772222221953, -121.896111111066)
0.33028816033319824%0.31953361956858833%(37.98333333330666, -122.47888888884424)
0.2582099937866659%0.2582099937866659%(37.89027777775103, -122.30694444439968)
0.2527652809436331%0.24418294143999997%(37.775277777750944, -122.43027777773312)
0.24418294143999997%0.24418294143999997%(37.73916666663981, -122.39861111106642)
0.3381302108170289%0.3381302108170289%(37.42916666663955, -121.87277777773268)
0.32449829699017996%0.26508299322375606%(37.68805555552865, -122.49194444439982)
0.3183581118329205%0.24418294143999997%(38.03138888886226, -121.98027777773277)
0.324446097702783%0.26699881150656746%(37.92361111108439, -122.38166666662195)
0.24418294143999997%0.24418294143999997%(37.76166666663982, -121.89222222217712)
0.35801644125356724%0.3433726575346132%(37.36055555552839, -121.99944444439944)
0.34749310428360336%0.3367386614624126%(37.96583333330665, -122.49666666662203)
0.3241420751285819%0.24418294143999997%(37.54277777775076, -122.3066666666219)
0.24418294143999997%0.24418294143999997%(37.646111111084174, -122.42583333328864)
0.24418294143999997%0.24418294143999997%(37.78777777775096, -122.41361111106644)
0.24418294143999997%0.24418294143999997%(38.25222222219577, -121.99611111106609)
0.32754665114271564%0.25229513289530064%(37.730277777750906, -122.18555555551067)
0.32496358243470375%0.26393685241837683%(37.56722222219522, -122.00638888884389)
0.33587738039159265%0.3258519891750984%(37.78472222219539, -122.41333333328863)
0.32581477986546553%0.26527182316242565%(37.575277777750784, -121.96861111106608)
0.24418294143999997%0.24418294143999997%(37.730833333306464, -122.17111111106622)
0.24418294143999997%0.24418294143999997%(38.01972222219558, -121.87638888884378)
0.3172069426386312%0.24418294143999997%(37.79749999997318, -122.26722222217742)
0.34460348597362883%0.3323079914205712%(37.93527777775107, -121.6941666666214)
0.24418294143999997%0.24418294143999997%(37.409166666639535, -122.11277777773284)
0.32720833628488594%0.266810668151112%(37.64277777775084, -122.49305555551094)
0.24418294143999997%0.24418294143999997%(38.012222222195575, -121.96305555551052)
0.3261018902397349%0.2601222823510696%(38.43277777775147, -122.42249999995532)
0.32054899084145727%0.24418294143999997%(37.90444444441771, -122.05166666662168)
0.3474699445819624%0.33741036837148153%(37.97833333330666, -122.03444444439944)
0.3399436643465734%0.3399436643465734%(37.45444444441736, -122.13138888884396)
0.32070620655491006%0.25884356138097564%(37.57777777775078, -122.06527777773282)
0.3507108604493595%0.34061094341444836%(37.7619444444176, -122.47138888884425)
0.33903161376993907%0.33903161376993907%(37.75388888886204, -122.41833333328866)
0.3427595607577753%0.34238988750866156%(37.64361111108417, -122.44111111106643)
0.34615686614865154%0.3350642537823754%(37.98361111108444, -121.83111111106597)
0.32385005390996563%0.26370703571745197%(37.5611111110841, -121.9772222221772)
0.3171375079561946%0.24418294143999997%(37.92555555552884, -122.039999999955)
0.34474331630563004%0.32618338070441166%(37.80249999997319, -121.84499999995488)
0.24418294143999997%0.24418294143999997%(37.58722222219524, -122.0147222221772)
0.3523568887203006%0.3523568887203006%(37.87166666663991, -122.27805555551076)
0.33572412731841805%0.32242496913744395%(37.74277777775092, -122.17027777773288)
0.2537623074123248%0.24418294143999997%(37.89055555552881, -121.61694444439912)
0.24418294143999997%0.24418294143999997%(37.984444444417775, -121.80944444439928)
0.3223183820331619%0.24418294143999997%(37.73944444441758, -122.15694444439956)
0.24418294143999997%0.24418294143999997%(37.48527777775071, -121.91972222217714)
0.3182857007635154%0.24418294143999997%(37.87444444441769, -122.13083333328842)
0.2531714577364185%0.24418294143999997%(37.974722222195545, -122.48749999995538)
0.24418294143999997%0.24418294143999997%(37.53472222219519, -122.24305555551074)
0.24418294143999997%0.24418294143999997%(37.89138888886215, -122.53499999995542)
0.34485826806097947%0.34485826806097947%(37.49777777775072, -122.25305555551074)
0.25675518738782427%0.24418294143999997%(38.297222222195806, -122.4252777777331)
0.2542595159344608%0.24418294143999997%(37.95361111108442, -121.96333333328828)
0.3193842449493071%0.24418294143999997%(38.083055555528965, -122.15416666662178)
0.24418294143999997%0.24418294143999997%(38.45194444441815, -121.83527777773264)
0.35393596623276397%0.34339864456137703%(37.77999999997317, -122.40999999995532)
0.33270165847628647%0.2552058096254472%(38.10833333330676, -122.20861111106626)
0.35476136146503584%0.3405190140637431%(37.568888888861885, -122.3155555555108)
0.3434006840923%0.3276842988292907%(37.4083333333062, -121.93749999995494)
0.24418294143999997%0.24418294143999997%(37.738611111084246, -122.50333333328872)
0.35052371064128574%0.33952406256073997%(37.86444444441768, -122.07361111106616)
0.3239545163991107%0.26184281270040155%(37.56416666663967, -122.04861111106614)
0.2572700618272131%0.24418294143999997%(38.14944444441791, -122.26416666662186)
0.24418294143999997%0.24418294143999997%(38.24194444441798, -122.0680555555106)
0.3444017414839081%0.3341495811569112%(37.983055555528885, -122.50777777773315)
0.35285985762561484%0.3390697872412849%(37.75833333330648, -121.94333333328828)
0.33073671814386824%0.3210075833204208%(37.75083333330648, -122.4074999999553)
0.24418294143999997%0.24418294143999997%(37.70833333330644, -122.46277777773314)
0.3150663411773138%0.24418294143999997%(37.96833333330665, -122.29222222217744)
0.25634448403433646%0.24418294143999997%(37.775833333306494, -122.44888888884424)
0.33591028057054473%0.33591028057054473%(37.66666666663974, -122.43749999995534)
0.24418294143999997%0.24418294143999997%(37.94916666663997, -121.70777777773252)
0.3259296359310249%0.2520809446884314%(38.11583333330677, -122.21361111106629)
0.32594723052998376%0.2557091802141469%(37.95277777775108, -122.0452777777328)
0.33697423489850487%0.327190126972548%(37.78611111108428, -122.42499999995532)
0.3278741153356604%0.255768392852701%(38.24027777775132, -121.99416666662164)
0.3415310782869246%0.3403317613236536%(37.54861111108409, -121.99305555551054)
0.3204374354366481%0.24418294143999997%(38.2480555555291, -122.02694444439943)
0.33836450957575637%0.3263770570091106%(37.896944444417706, -122.13666666662176)
0.336101550503522%0.3268752877380033%(37.945555555528856, -122.04305555551058)
0.3407045682502832%0.32588773396402804%(37.34361111108393, -122.03944444439946)
0.25314589025658824%0.24418294143999997%(38.30111111108469, -122.29222222217744)
0.3476128772243953%0.33442593154591965%(37.77388888886205, -121.9872222221772)
0.2530156293760101%0.24418294143999997%(37.746111111084254, -122.46277777773314)
0.31703223210961684%0.24418294143999997%(38.012222222195575, -121.96305555551052)
0.32737663063586403%0.2534923174916715%(38.02138888886225, -121.92999999995492)
0.24418294143999997%0.24418294143999997%(37.45833333330624, -122.1852777777329)
0.3179105811505714%0.25644389501723636%(37.532777777750745, -122.05444444439946)
0.24418294143999997%0.24418294143999997%(37.69083333330643, -121.76527777773258)
0.31906959489809444%0.24418294143999997%(37.87999999997325, -122.08416666662173)
0.341597554846305%0.3318024766114586%(37.883055555528806, -122.05055555551058)
0.32877375983414414%0.25347419619500444%(37.89333333330659, -121.63138888884356)
0.25313668847755655%0.24418294143999997%(37.80888888886208, -122.2724999999552)
0.24418294143999997%0.24418294143999997%(37.95194444441775, -122.08277777773284)
0.32342534620407276%0.24418294143999997%(37.69638888886199, -122.11694444439952)
0.3483801705276231%0.3376464247103405%(37.96666666663998, -122.49805555551092)
0.3299129012163363%0.31712760309889826%(37.77694444441761, -121.98611111106608)
0.341681718337714%0.341681718337714%(37.727222222195344, -122.43805555551089)
0.24418294143999997%0.24418294143999997%(38.308333333306926, -122.47638888884426)
0.24418294143999997%0.24418294143999997%(37.88194444441769, -122.27527777773298)
0.24418294143999997%0.24418294143999997%(38.25277777775133, -122.017499999955)
0.32422028594343494%0.25330630115899655%(38.1836111110846, -121.72166666662145)
0.32577678858812836%0.24418294143999997%(37.55527777775077, -122.31527777773302)
0.2555547683278988%0.24418294143999997%(37.808055555528746, -122.23777777773294)
0.3415622752854613%0.3315503769096212%(37.90499999997327, -122.27611111106631)
0.3423155805739332%0.3313816560642578%(37.77249999997317, -122.20333333328848)
0.24418294143999997%0.24418294143999997%(37.72472222219535, -122.44277777773311)
0.34076685530676504%0.33077526497228155%(37.80999999997319, -122.25361111106628)
0.25418747359719807%0.25418747359719807%(37.67833333330642, -121.90694444439936)
0.24418294143999997%0.24418294143999997%(37.87361111108435, -122.00305555551054)
0.33409050573846744%0.33409050573846744%(37.845555555528776, -122.295277777733)
0.3170915453514879%0.25478528478268414%(38.28777777775135, -122.44777777773312)
0.24418294143999997%0.24418294143999997%(37.53472222219519, -122.31472222217744)
0.24418294143999997%0.24418294143999997%(37.90888888886216, -122.00944444439943)
0.3435763323381384%0.33358288318966867%(37.873333333306576, -122.456666666622)
0.33787479998336234%0.33787479998336234%(37.94472222219552, -122.34277777773303)
0.3265210742455208%0.25568953002873474%(37.90999999997327, -122.53666666662208)
0.3445277003186714%0.32745107429578124%(38.139999999973455, -122.25055555551074)
0.327349710502402%0.2648716024933941%(37.71222222219534, -121.74388888884368)
0.3368017200262595%0.32708374567525456%(37.79444444441762, -122.41861111106644)
0.24418294143999997%0.24418294143999997%(37.96666666663998, -121.72527777773254)
0.33103710090648275%0.32139924970432415%(37.80249999997319, -122.42722222217756)
0.24418294143999997%0.24418294143999997%(37.92277777775106, -122.05861111106614)
0.33610345275087533%0.32626327580137787%(37.79888888886207, -122.4430555555109)
0.24418294143999997%0.24418294143999997%(37.96916666663999, -122.29388888884412)
0.3403281845337838%0.33922094490573246%(37.70583333330645, -121.89861111106602)
0.24418294143999997%0.24418294143999997%(37.426111111084, -122.20027777773292)
0.3473039012339734%0.3470084168525338%(37.65749999997307, -122.42249999995532)
0.3158170638117206%0.25469964714174326%(37.494722222195165, -121.92583333328824)
0.34258198278646873%0.3319216043886307%(37.91999999997328, -121.73777777773256)
0.24418294143999997%0.24418294143999997%(37.95694444441775, -122.37194444439972)
0.3306397281060517%0.31543321886372255%(37.431388888861775, -121.96611111106608)
0.24418294143999997%0.24418294143999997%(37.65027777775085, -122.0880555555106)
0.34017629872449046%0.3307777665312805%(37.96194444441776, -121.98861111106608)
0.3229066154099452%0.2530684167197423%(37.79444444441762, -122.22916666662184)
0.24418294143999997%0.24418294143999997%(37.96972222219554, -122.03749999995502)
0.3412280008125634%0.3412280008125634%(37.7327777777509, -122.40249999995532)
0.24418294143999997%0.24418294143999997%(37.99472222219556, -121.7219444443992)
0.32486954313026656%0.24418294143999997%(37.77249999997317, -121.90972222217714)
0.33377666431905667%0.32393508200362614%(38.00749999997335, -122.52944444439986)
0.24418294143999997%0.24418294143999997%(37.996944444417785, -121.8405555555104)
0.33078053390552425%0.33078053390552425%(37.44166666663956, -121.89861111106602)
0.24418294143999997%0.24418294143999997%(37.80166666663985, -121.86138888884376)
0.3476263350025463%0.33838123911480195%(37.92027777775106, -122.004999999955)
0.24418294143999997%0.24418294143999997%(37.716111111084224, -122.439166666622)
0.3304266301455035%0.32064610896263457%(37.82833333330654, -122.23944444439962)
0.24418294143999997%0.24418294143999997%(37.78277777775095, -122.3974999999553)
0.24418294143999997%0.24418294143999997%(38.30111111108469, -122.29222222217744)
0.3474159595778278%0.33267836272894763%(37.35972222219505, -122.03583333328837)
0.34290190660594744%0.3330821287602286%(37.79861111108429, -122.40666666662196)
0.25198655241795553%0.24418294143999997%(37.78166666663984, -122.41361111106644)
0.3489715936047103%0.3489715936047103%(37.44694444441735, -122.21805555551072)
0.31709329243412615%0.24418294143999997%(37.41527777775065, -121.9466666666216)
0.24418294143999997%0.24418294143999997%(37.97388888886221, -122.292777777733)
0.3257903032072089%0.25637574028426535%(37.7644444444176, -122.43611111106644)
0.33755181706098814%0.3230465950704374%(37.46055555552847, -122.434166666622)
0.24418294143999997%0.24418294143999997%(38.02861111108448, -122.27222222217742)
0.31619559892176197%0.24418294143999997%(38.10361111108454, -122.23583333328853)
0.24418294143999997%0.24418294143999997%(38.28527777775135, -122.26527777773298)
0.31726977259529343%0.25726068813757424%(37.559166666639655, -122.02194444439944)
0.3312164014853545%0.3217481316876275%(37.8944444444177, -122.03361111106612)
0.24418294143999997%0.24418294143999997%(37.6533333333064, -122.42388888884422)
0.24418294143999997%0.24418294143999997%(37.94222222219552, -122.04722222217724)
0.34732739998008416%0.32947289097160765%(38.12972222219567, -122.19861111106626)
0.25515756477480867%0.24418294143999997%(37.88194444441769, -122.26611111106632)
0.32429985019219454%0.2640324723421846%(37.63249999997305, -122.44222222217756)
0.3335136428794389%0.3335199580350666%(37.66666666663974, -122.43194444439978)
0.3187146147456283%0.2595139263906464%(37.55527777775077, -121.9708333332883)
0.24418294143999997%0.24418294143999997%(37.357777777750606, -122.01527777773278)
0.34087545216052184%0.33088565253341584%(37.878888888862136, -122.26777777773296)
0.3137527467758828%0.2540290453202257%(37.59611111108413, -122.4152777777331)
0.24418294143999997%0.24418294143999997%(37.730833333306464, -122.41055555551088)
0.35843511222904867%0.34334428691591795%(37.570277777750775, -122.26388888884408)
0.3280435250272741%0.3139884875173954%(37.536944444417415, -122.28166666662187)
0.24418294143999997%0.24418294143999997%(38.06916666664007, -122.23138888884404)
0.31488592977807695%0.24418294143999997%(37.90499999997327, -122.5099999999554)
0.3432732776699764%0.3364030643807575%(38.28944444441802, -122.46055555551092)
0.344453420116387%0.3352797545826783%(37.88888888886214, -122.0302777777328)
0.3473264798130017%0.3445145853907221%(37.52138888886185, -121.91944444439936)
0.24418294143999997%0.24418294143999997%(37.79583333330651, -122.19527777773293)
0.31866590803892575%0.24418294143999997%(37.99777777775112, -121.68749999995474)
0.3139757524035411%0.24418294143999997%(37.82666666663987, -122.13444444439952)
0.34110669538608174%0.3259736650544535%(37.66555555552864, -122.0527777777328)
0.3153664318435606%0.25638439184578543%(37.68583333330643, -121.88055555551044)
0.24418294143999997%0.24418294143999997%(38.25333333330688, -122.05388888884391)
0.33763813816551697%0.3278575729389681%(37.77277777775094, -122.43694444439976)
0.3258970059982523%0.26618625008248065%(37.678611111084194, -122.49277777773317)
0.33080831197746435%0.3213689056504025%(37.83333333330654, -122.2019444443996)
0.326556161094457%0.25546504122282754%(38.25611111108466, -122.022499999955)
0.3218436853146788%0.24418294143999997%(37.83222222219543, -121.99249999995496)
0.3144195473070802%0.3144195473070802%(37.463333333306245, -122.23888888884406)
0.34441413365266754%0.34464591537920486%(37.719722222195344, -122.43722222217755)
0.33867482198730653%0.32341134778677366%(37.539166666639645, -122.2497222221774)
0.24418294143999997%0.24418294143999997%(37.79444444441762, -122.41749999995533)
0.33378777777026336%0.3236861036514865%(37.8149999999732, -122.25777777773295)
0.3190843921381559%0.24418294143999997%(37.86916666663991, -121.63888888884358)
0.3194766912451709%0.24418294143999997%(37.41944444441732, -122.12444444439951)
0.24418294143999997%0.24418294143999997%(37.8944444444177, -122.19472222217736)
0.34920218779588846%0.3478235406608688%(37.61944444441748, -122.43972222217756)
0.24418294143999997%0.24418294143999997%(37.51499999997296, -121.95472222217715)
0.24418294143999997%0.24418294143999997%(37.86999999997324, -122.029999999955)
0.319296056604168%0.2611422123344299%(37.719722222195344, -122.43722222217755)
0.35464253767674225%0.34105752910335235%(37.727222222195344, -122.1536111110662)
0.3465531910133638%0.3319378592158607%(37.42694444441733, -122.13166666662175)
0.24418294143999997%0.24418294143999997%(37.79666666663985, -122.39944444439976)
0.3195821572882399%0.24418294143999997%(37.36499999997284, -122.02861111106613)
0.32212180752543246%0.26295397917542573%(37.708611111084224, -122.42388888884422)
0.24418294143999997%0.24418294143999997%(38.0422222221956, -122.64805555551106)
0.3150460583686611%0.24418294143999997%(38.12222222219566, -122.23611111106628)
0.34431764406633214%0.3340804390110864%(37.796944444417626, -122.4505555555109)
0.33815933573471246%0.3243496564692362%(37.381388888861736, -122.04361111106611)
0.3508950485126772%0.3400882699476617%(37.72611111108424, -122.46777777773312)
0.31558495444269397%0.24418294143999997%(37.73527777775091, -122.49749999995538)
0.34322271499459783%0.33329844785753593%(37.966388888862205, -122.55722222217766)
0.2591135419240376%0.24418294143999997%(38.2947222221958, -122.47166666662204)
0.3198629955535279%0.25167363408416227%(37.79638888886207, -122.40777777773307)
0.3347607868916751%0.3347607868916751%(37.42777777775066, -121.88166666662156)
0.3363338662191142%0.3369595916703766%(37.73194444441757, -122.4519444443998)
0.33086519928988656%0.3165843430323332%(37.38972222219508, -122.01388888884388)
0.3233547636413961%0.25354706422764056%(37.945555555528856, -121.98805555551051)
0.3362717213922729%0.3224161942306108%(37.796944444417626, -121.8874999999549)
0.34616886129428426%0.34616886129428426%(37.73527777775091, -122.419166666622)
0.3285417472419372%0.3270088729666855%(37.54305555552853, -121.94194444439938)
0.338729866130358%0.3288137300275443%(38.0333333333067, -122.54194444439986)
0.3355812005560155%0.3355812005560155%(37.45611111108402, -121.91249999995492)
0.3395887788679763%0.33013966103123965%(37.82527777775098, -122.24499999995518)
0.25203845064870806%0.25203845064870806%(37.71638888886201, -122.43638888884422)
0.34269700643866224%0.3282694810150265%(37.536944444417415, -122.28166666662187)
0.24418294143999997%0.24418294143999997%(37.68583333330643, -121.80444444439928)
0.3150503132087052%0.24418294143999997%(37.62972222219527, -122.09888888884394)
0.3409139029750155%0.3412648881070044%(37.723055555528674, -122.44138888884424)
0.2536366512267918%0.24418294143999997%(37.73916666663981, -122.4783333332887)
0.345972573205711%0.32854912355710175%(38.13472222219568, -122.23944444439962)
0.24418294143999997%0.24418294143999997%(37.69222222219532, -122.13666666662176)
0.3270242521276164%0.25996759825559207%(38.28888888886247, -122.30305555551078)
0.24418294143999997%0.24418294143999997%(38.25777777775133, -122.01361111106613)
0.32738282257952606%0.3181387032443229%(37.9474999999733, -122.07083333328838)
0.33269398396394734%0.33269398396394734%(37.45444444441736, -122.13138888884396)
0.33098925636657084%0.31715236087821735%(37.727222222195344, -121.93638888884382)
0.24418294143999997%0.24418294143999997%(37.744166666639806, -122.42305555551089)
0.24418294143999997%0.24418294143999997%(38.03749999997337, -121.96638888884384)
0.24418294143999997%0.24418294143999997%(38.04749999997338, -122.53916666662208)
0.24418294143999997%0.24418294143999997%(37.92277777775106, -122.05861111106614)
0.34647955316887774%0.335904745913239%(37.87527777775102, -122.00527777773276)
0.2563006777137449%0.24418294143999997%(37.82388888886209, -122.2397222221774)
0.2585418109233584%0.24418294143999997%(38.295555555529134, -122.30722222217746)
0.24418294143999997%0.24418294143999997%(37.66583333330641, -121.8999999999549)
0.34992549527068567%0.34765282250703894%(37.59361111108413, -122.0327777777328)
0.340685463777092%0.34019274822856216%(37.564722222195215, -121.95611111106606)
0.24418294143999997%0.24418294143999997%(37.785833333306506, -122.2397222221774)
0.3146862251517414%0.24418294143999997%(37.99388888886223, -121.73555555551032)
0.32490459261747817%0.24418294143999997%(37.52666666663964, -122.3116666666219)
0.3342783953416602%0.3245871338073223%(37.786388888862064, -122.47166666662204)
0.3256758511712343%0.25603972216552523%(38.44277777775147, -121.83611111106596)
0.3259808040843773%0.24418294143999997%(37.66555555552864, -122.0527777777328)
0.34280557532803%0.3327004335735073%(37.76111111108426, -122.4177777777331)
0.34429872310517134%0.3342932204507406%(38.0536111110845, -122.2283333332885)
0.3435962528196886%0.32966938641067767%(37.568888888861885, -122.32749999995524)
0.3310656135671352%0.321506761248021%(37.94333333330663, -121.9644444443994)
0.32211781037307047%0.32211781037307047%(37.48194444441737, -122.22361111106628)
0.3267953162948664%0.26284887323444067%(38.30166666664025, -122.47055555551093)
0.24418294143999997%0.24418294143999997%(37.76666666663982, -122.1877777777329)
0.3165708056881643%0.26101778958277433%(37.84999999997322, -122.2624999999552)
0.3399322055164525%0.3300132911523088%(37.77722222219539, -122.4188888888442)
0.24418294143999997%0.24418294143999997%(37.796944444417626, -122.4505555555109)
0.24418294143999997%0.24418294143999997%(37.37361111108395, -122.05916666662168)
0.34451361116872414%0.34355882050579284%(37.6772222221953, -121.896111111066)
0.3203396768376499%0.2521332091506902%(37.779444444417614, -122.4772222221776)
0.24418294143999997%0.24418294143999997%(38.1647222221957, -122.26444444439964)
0.25395544983848406%0.25395544983848406%(37.697499999973104, -122.48111111106648)
0.2572219211665539%0.24418294143999997%(37.79861111108429, -122.4063888888442)
0.3475459057377154%0.3373190342215273%(37.79027777775095, -122.20638888884405)
0.34356927089285316%0.32970827764271177%(37.353611111083936, -122.08972222217729)
0.3504431279625609%0.33891480055690487%(37.93972222219552, -122.49027777773316)
0.358017532211537%0.3429447530608599%(37.39888888886175, -122.01055555551056)
0.3379020031109989%0.3379020031109989%(37.84999999997322, -122.2624999999552)
0.32996919464550645%0.2544075424488883%(37.96583333330665, -121.93944444439938)
0.24418294143999997%0.24418294143999997%(37.7872222221954, -122.21111111106626)
0.24418294143999997%0.24418294143999997%(37.68749999997309, -121.88166666662156)
0.3375964877937725%0.334534023751869%(37.55083333330632, -122.04638888884392)
0.3315153029764733%0.3222807238571211%(37.94833333330664, -122.02361111106612)
